"tripdate","time","temperature","wind_speed","wind_degree","wind_dir","weather_code","weather_descriptions","precip","humidity","visibility","pressure","cloudcover","heatindex","dewpoint","windchill","windgust","feelslike","uv_index","totalsnow","avgtemp"
"2014-01-01","900","-6","27","77","ENE","338","Heavy snow","0.2","91","2","1026","100","-6","-7","-14","35","-14","1","0.8","-6"
"2014-01-02","900","-7","36","37","NE","230","Blizzard","0.2","86","0","1024","100","-7","-9","-16","46","-16","1","0","-7"
"2014-01-03","900","-13","21","215","SW","113","Sunny","0","66","10","1032","10","-13","-18","-22","27","-22","2","0","-11"
"2014-01-04","900","-4","41","213","SSW","227","Blowing snow","0","85","2","1012","61","-4","-6","-12","57","-12","1","4.2","-2"
"2014-01-05","900","-4","40","11","NNE","230","Blizzard","0.6","93","0","1017","100","-4","-5","-13","53","-13","1","3.8","-6"
"2014-01-06","900","-23","44","282","WNW","329","Patchy moderate snow","0","84","7","1025","3","-23","-25","-39","50","-39","1","0","-22"
"2014-01-07","900","-20","33","249","WSW","116","Partly cloudy","0","86","10","1028","44","-20","-21","-32","38","-32","2","0","-16"
"2014-01-08","900","-13","12","310","NW","116","Partly cloudy","0","89","10","1030","36","-13","-14","-19","16","-19","2","0.1","-12"
"2014-01-09","900","-8","19","150","SSE","119","Cloudy","0","87","10","1032","65","-8","-10","-16","26","-16","1","0.8","-6"
"2014-01-10","900","0","18","166","SSE","119","Cloudy","0","94","10","1018","74","0","-1","-5","28","-5","1","0.3","1"
"2014-01-11","900","1","26","280","W","332","Moderate snow","0","95","5","999","87","1","1","-4","39","-4","1","0.1","1"
"2014-01-12","900","-2","30","190","S","116","Partly cloudy","0","93","10","1012","46","-2","-3","-9","43","-9","2","0.2","0"
"2014-01-13","900","3","21","244","WSW","266","Light drizzle","0.2","98","2","1002","100","3","3","-1","40","-1","1","0","3"
"2014-01-14","900","0","39","180","S","317","Light sleet","0.1","81","9","1004","77","0","-3","-8","58","-8","1","0","-1"
"2014-01-15","900","-8","24","303","WNW","326","Light snow","0","85","10","1020","67","-8","-10","-16","31","-16","1","0.1","-8"
"2014-01-16","900","-3","38","204","SSW","227","Blowing snow","0","86","2","1004","71","-3","-5","-11","51","-11","1","0.5","-1"
"2014-01-17","900","-10","23","267","W","326","Light snow","0","86","10","1013","97","-10","-12","-19","26","-19","1","0.3","-9"
"2014-01-18","900","-9","24","182","S","122","Overcast","0","88","10","1013","100","-9","-11","-18","30","-18","1","1.8","-8"
"2014-01-19","900","-7","45","233","SW","113","Sunny","0","88","10","1009","10","-7","-9","-17","62","-17","2","0","-4"
"2014-01-20","900","-1","8","29","NNE","119","Cloudy","0","89","10","1012","74","-1","-2","-4","10","-4","1","0.2","-1"
"2014-01-21","900","-12","36","344","NNW","116","Partly cloudy","0","86","10","1028","54","-12","-14","-23","44","-23","2","0","-12"
"2014-01-22","900","-13","28","209","SSW","230","Blizzard","0.1","92","0","1018","86","-13","-14","-23","35","-23","1","0.1","-11"
"2014-01-23","900","-17","38","297","WNW","227","Blowing snow","0","92","2","1032","79","-17","-18","-29","43","-29","1","0","-14"
"2014-01-24","900","-13","51","214","SSW","116","Partly cloudy","0","82","10","1024","51","-13","-15","-25","65","-25","2","0","-10"
"2014-01-25","900","-5","50","319","NW","230","Blizzard","0.2","79","0","1002","84","-5","-8","-15","63","-15","1","0","-8"
"2014-01-26","900","-8","31","179","S","230","Blizzard","0.4","92","0","998","100","-8","-9","-17","41","-17","1","0.2","-6"
"2014-01-27","900","-18","32","286","WNW","227","Blowing snow","0","91","2","1025","88","-18","-19","-30","39","-30","1","0","-18"
"2014-01-28","900","-20","23","256","WSW","113","Sunny","0","82","10","1033","4","-20","-22","-31","29","-31","2","0","-17"
"2014-01-29","900","-14","27","246","WSW","113","Sunny","0","74","10","1025","0","-14","-17","-24","39","-24","2","0","-11"
"2014-01-30","900","-6","45","189","S","119","Cloudy","0","73","10","1012","76","-6","-10","-15","66","-15","1","0.1","-4"
"2014-01-31","900","-7","9","315","NW","119","Cloudy","0","84","10","1021","84","-7","-9","-12","13","-12","1","0.3","-6"
"2014-02-01","900","-2","11","62","ENE","338","Heavy snow","1.6","96","2","1013","100","-2","-3","-6","17","-6","1","12.9","-2"
"2014-02-02","900","-9","21","318","NW","113","Sunny","0","81","10","1025","7","-9","-11","-16","29","-16","2","0.1","-8"
"2014-02-03","900","-10","6","288","WNW","113","Sunny","0","84","10","1030","1","-10","-12","-13","7","-13","2","0","-9"
"2014-02-04","900","-8","4","52","NE","116","Partly cloudy","0","70","10","1031","47","-8","-12","-10","6","-10","2","0.7","-6"
"2014-02-05","900","-4","36","14","NNE","230","Blizzard","0.4","87","0","1022","100","-4","-6","-13","50","-13","1","0.3","-6"
"2014-02-06","900","-15","23","264","W","116","Partly cloudy","0","86","10","1032","25","-15","-17","-25","29","-25","2","0","-14"
"2014-02-07","900","-15","25","241","WSW","116","Partly cloudy","0","87","10","1032","25","-15","-17","-25","33","-25","2","0","-13"
"2014-02-08","900","-11","15","190","S","119","Cloudy","0","84","10","1027","86","-11","-14","-19","20","-19","1","3.2","-10"
"2014-02-09","900","-11","18","294","WNW","116","Partly cloudy","0","89","10","1022","53","-11","-12","-18","25","-18","2","0.4","-9"
"2014-02-10","900","-17","22","299","WNW","113","Sunny","0","93","10","1031","20","-17","-18","-27","29","-27","2","0","-15"
"2014-02-11","900","-14","9","271","W","113","Sunny","0","87","10","1035","9","-14","-16","-20","12","-20","2","0","-13"
"2014-02-12","900","-12","14","191","S","113","Sunny","0","84","10","1026","22","-12","-14","-19","19","-19","2","0","-10"
"2014-02-13","900","-7","18","192","SSW","116","Partly cloudy","0","80","10","1012","47","-7","-10","-14","27","-14","2","0.2","-4"
"2014-02-14","900","-9","21","285","WNW","122","Overcast","0","91","10","1009","90","-9","-10","-17","27","-17","1","0.1","-8"
"2014-02-15","900","-10","7","290","WNW","113","Sunny","0","89","10","1020","24","-10","-11","-14","9","-14","2","0.3","-8"
"2014-02-16","900","-7","23","320","NW","119","Cloudy","0","86","10","1021","85","-7","-9","-15","32","-15","1","1.1","-6"
"2014-02-17","900","-6","37","135","SE","227","Blowing snow","0","86","2","1019","100","-6","-8","-15","53","-15","1","11.5","-5"
"2014-02-18","900","-2","21","180","S","116","Partly cloudy","0","94","10","1015","45","-2","-3","-8","34","-8","2","0.4","0"
"2014-02-19","900","0","18","289","WNW","113","Sunny","0","90","10","1013","10","0","-1","-4","29","-4","2","0","2"
"2014-02-20","900","1","20","111","ESE","302","Moderate rain","1.7","97","7","1005","100","1","1","-4","35","-4","1","0.1","3"
"2014-02-21","900","-3","50","246","WSW","230","Blizzard","0.1","78","0","1002","96","-3","-6","-12","63","-12","1","0.2","-1"
"2014-02-22","900","-4","25","263","W","116","Partly cloudy","0","67","10","1016","44","-4","-9","-11","34","-11","2","0","-2"
"2014-02-23","900","-9","19","298","WNW","113","Sunny","0","80","10","1024","15","-9","-12","-16","26","-16","2","0","-7"
"2014-02-24","900","-10","24","288","WNW","116","Partly cloudy","0","86","10","1027","27","-10","-12","-19","32","-19","2","0","-9"
"2014-02-25","900","-10","21","289","WNW","113","Sunny","0","85","10","1024","19","-10","-12","-18","28","-18","2","0.1","-10"
"2014-02-26","900","-16","22","266","W","113","Sunny","0","91","10","1024","15","-16","-18","-26","28","-26","2","0","-14"
"2014-02-27","900","-15","31","317","NW","113","Sunny","0","81","10","1018","22","-15","-17","-26","36","-26","2","0.2","-14"
"2014-02-28","900","-12","29","159","SSE","323","Patchy light snow","0","90","10","1024","30","-12","-13","-22","36","-22","1","0","-9"
"2014-03-01","900","-6","25","355","N","326","Light snow","0","83","10","1023","64","-6","-8","-13","33","-13","1","3.2","-6"
"2014-03-02","900","-12","23","326","NW","326","Light snow","0","90","10","1029","64","-12","-13","-21","29","-21","1","3.6","-12"
"2014-03-03","900","-11","10","72","ENE","332","Moderate snow","0.1","84","5","1036","81","-11","-13","-16","13","-16","1","0.3","-11"
"2014-03-04","900","-9","14","203","SSW","116","Partly cloudy","0","83","10","1027","50","-9","-12","-16","18","-16","2","0.3","-8"
"2014-03-05","900","-7","21","51","NE","338","Heavy snow","0.6","89","2","1030","100","-7","-8","-14","30","-14","1","3.1","-6"
"2014-03-06","900","-8","14","106","ESE","113","Sunny","0","84","10","1029","17","-8","-10","-14","20","-14","2","0.2","-6"
"2014-03-07","900","-1","15","210","SSW","113","Sunny","0","86","10","1016","6","-1","-3","-6","25","-6","2","0","0"
"2014-03-08","900","-2","25","18","NNE","338","Heavy snow","0.2","88","2","1021","100","-2","-4","-8","35","-8","1","1.7","-3"
"2014-03-09","900","-3","19","216","SW","116","Partly cloudy","0","93","10","1024","54","-3","-4","-9","27","-9","2","0","-2"
"2014-03-10","900","2","21","236","SW","116","Partly cloudy","0","99","10","1007","49","2","2","-3","45","-3","2","0","4"
"2014-03-11","900","4","9","111","ESE","248","Fog","0","100","0","1005","100","4","4","1","18","1","1","0","3"
"2014-03-12","900","-2","38","4","N","335","Patchy heavy snow","0.1","80","5","1011","36","-2","-5","-10","51","-10","1","5.4","-4"
"2014-03-13","900","-6","18","195","SSW","113","Sunny","0","81","10","1021","23","-6","-9","-13","25","-13","2","0","-4"
"2014-03-14","900","3","33","210","SSW","113","Sunny","0","96","10","1003","6","3","3","-2","69","-2","2","0","5"
"2014-03-15","900","0","14","336","NNW","113","Sunny","0","92","10","1019","17","0","-1","-5","22","-5","2","0.2","0"
"2014-03-16","900","-8","39","51","NE","113","Sunny","0","70","10","1028","23","-8","-12","-18","47","-18","2","0","-7"
"2014-03-17","900","-6","19","124","SE","113","Sunny","0","62","10","1016","11","-6","-12","-13","23","-13","2","0","-3"
"2014-03-18","900","2","17","153","SSE","113","Sunny","0","78","10","1012","13","2","-2","-2","24","-2","2","0","3"
"2014-03-19","900","5","20","227","SW","302","Moderate rain","1.7","99","7","1003","100","5","5","1","38","1","1","0","4"
"2014-03-20","900","1","12","261","W","329","Patchy moderate snow","0.1","85","7","1018","70","1","-1","-2","18","-2","1","0.2","2"
"2014-03-21","900","2","18","120","ESE","113","Sunny","0","84","10","1015","5","2","0","-2","26","-2","2","0","5"
"2014-03-22","900","2","21","321","NW","332","Moderate snow","0.1","85","5","1021","81","2","0","-2","33","-2","1","0.8","2"
"2014-03-23","900","-5","19","344","NNW","119","Cloudy","0","61","10","1031","70","-5","-11","-11","23","-11","1","0","-4"
"2014-03-24","900","4","23","113","ESE","305","Heavy rain at times","0.5","77","8","1017","59","4","0","0","38","0","1","0","4"
"2014-03-25","900","3","27","128","SE","176","Patchy rain possible","0.2","79","8","1016","61","3","0","-2","41","-2","1","0","4"
"2014-03-26","900","3","18","170","S","176","Patchy rain possible","0.2","76","9","1021","83","3","-1","-2","27","-2","1","0","4"
"2014-03-27","900","2","36","185","S","266","Light drizzle","0.3","85","2","1010","100","2","0","-4","60","-4","1","0","4"
"2014-03-28","900","3","24","331","NNW","329","Patchy moderate snow","0","84","7","1014","51","3","0","-3","38","-3","1","0.1","3"
"2014-03-29","900","1","22","11","N","116","Partly cloudy","0","83","10","1023","58","1","-2","-4","30","-4","2","0","1"
"2014-03-30","900","4","6","146","SE","113","Sunny","0","67","10","1024","1","4","-2","2","7","2","2","0","5"
"2014-03-31","900","7","28","171","S","113","Sunny","0","68","10","1017","10","7","2","3","54","3","3","0","9"
"2014-04-01","900","0","37","254","WSW","374","Light showers of ice pellets","0","68","7","1012","38","0","-5","-7","45","-7","1","0","3"
"2014-04-02","900","3","15","51","NE","116","Partly cloudy","0","75","10","1021","45","3","-1","-1","22","-1","2","0","2"
"2014-04-03","900","2","33","88","E","302","Moderate rain","1.8","92","7","1012","100","2","1","-4","53","-4","1","0","2"
"2014-04-04","900","5","37","244","WSW","266","Light drizzle","0.1","86","2","998","82","5","3","-1","60","-1","2","0.2","3"
"2014-04-05","900","3","8","313","NW","113","Sunny","0","72","10","1022","8","3","-2","1","10","1","2","0","4"
"2014-04-06","900","5","15","173","S","113","Sunny","0","72","10","1020","15","5","1","2","26","2","3","0","6"
"2014-04-07","900","5","13","55","NE","122","Overcast","0","74","10","1008","88","5","1","2","25","2","2","0","5"
"2014-04-08","900","5","16","1","N","353","Light rain shower","0.4","94","10","1007","79","5","5","2","30","2","2","0","6"
"2014-04-09","900","7","6","223","SW","113","Sunny","0","84","10","1017","9","7","4","5","10","5","3","0","7"
"2014-04-10","900","11","33","225","SW","353","Light rain shower","0.2","81","10","1006","79","11","8","8","68","8","3","0","10"
"2014-04-11","900","10","2","200","SSW","113","Sunny","0","63","10","1017","0","10","3","10","3","10","4","0","10"
"2014-04-12","900","13","35","178","S","113","Sunny","0","69","10","1013","22","13","7","10","74","10","4","0","13"
"2014-04-13","900","14","17","249","WSW","122","Overcast","0","93","10","1007","100","14","12","12","36","12","3","0","12"
"2014-04-14","900","3","31","351","N","317","Light sleet","0.2","88","9","1008","91","3","1","-3","46","-3","1","2.6","2"
"2014-04-15","900","-1","22","337","NNW","113","Sunny","0","53","10","1021","9","-1","-10","-7","27","-7","2","0.9","0"
"2014-04-16","900","2","24","156","SSE","116","Partly cloudy","0","79","10","1027","46","2","-1","-3","37","-3","2","0","3"
"2014-04-17","900","7","26","209","SSW","119","Cloudy","0","82","10","1021","80","7","5","3","46","3","2","0","7"
"2014-04-18","900","6","13","1","N","119","Cloudy","0","90","10","1027","73","6","4","3","21","3","2","0","5"
"2014-04-19","900","6","15","102","ESE","113","Sunny","0","81","10","1028","6","6","3","3","23","3","3","0","8"
"2014-04-20","900","11","17","184","S","113","Sunny","0","75","10","1023","5","11","7","9","36","9","4","0","13"
"2014-04-21","900","14","15","205","SSW","116","Partly cloudy","0","85","10","1013","48","14","11","13","33","13","4","0","14"
"2014-04-22","900","5","21","344","NNW","116","Partly cloudy","0","81","10","1016","62","5","2","1","34","1","3","0","6"
"2014-04-23","900","4","16","35","NE","113","Sunny","0","73","10","1022","5","4","-1","0","21","0","2","0","4"
"2014-04-24","900","9","30","134","SE","113","Sunny","0","75","10","1014","8","9","5","5","56","5","3","0","10"
"2014-04-25","900","8","23","321","NW","113","Sunny","0","79","10","1009","20","8","4","4","40","4","3","0","10"
"2014-04-26","900","7","22","26","NNE","113","Sunny","0","76","10","1015","2","7","3","3","32","3","3","0","5"
"2014-04-27","900","6","27","99","E","116","Partly cloudy","0","83","10","1015","56","6","3","1","42","1","3","0","8"
"2014-04-28","900","7","31","106","ESE","266","Light drizzle","0.1","86","2","1006","100","7","5","2","51","2","2","0","8"
"2014-04-29","900","11","13","150","SSE","176","Patchy rain possible","0.3","82","9","998","46","11","8","9","26","9","3","0","11"
"2014-04-30","900","8","14","206","SSW","266","Light drizzle","0.1","92","2","1007","93","8","7","6","28","6","2","0","8"
"2014-05-01","900","6","28","227","SW","353","Light rain shower","0.1","81","10","1007","85","6","3","2","43","2","2","0","6"
"2014-05-02","900","7","18","235","SW","119","Cloudy","0","90","10","1010","72","7","6","4","31","4","2","0","7"
"2014-05-03","900","10","24","297","WNW","116","Partly cloudy","0","75","10","1008","35","10","6","7","42","7","4","0","10"
"2014-05-04","900","8","18","2","N","116","Partly cloudy","0","73","10","1017","30","8","4","6","30","6","3","0","8"
"2014-05-05","900","6","24","64","ENE","263","Patchy light drizzle","0.1","85","5","1016","48","6","4","2","43","2","2","0","7"
"2014-05-06","900","9","22","83","E","113","Sunny","0","74","10","1016","7","9","5","7","38","7","3","0","10"
"2014-05-07","900","12","14","119","ESE","353","Light rain shower","0.6","94","10","1010","68","12","12","11","30","11","3","0","14"
"2014-05-08","900","18","26","190","S","200","Thundery outbreaks possible","0","93","9","1010","45","18","17","18","54","18","4","0","18"
"2014-05-09","900","15","27","214","SW","299","Moderate rain at times","1.4","96","8","1006","58","15","14","13","56","13","3","0","15"
"2014-05-10","900","13","6","220","SW","113","Sunny","0","79","10","1014","10","13","9","12","13","12","4","0","13"
"2014-05-11","900","16","18","188","S","113","Sunny","0","86","10","1014","15","16","13","16","39","16","5","0","16"
"2014-05-12","900","19","24","213","SSW","359","Torrential rain shower","5.4","91","3","1012","14","19","17","19","52","19","4","0","19"
"2014-05-13","900","15","22","243","WSW","266","Light drizzle","0.1","96","2","1013","99","15","14","14","47","14","4","0","13"
"2014-05-14","900","9","16","11","NNE","116","Partly cloudy","0","82","10","1021","31","9","6","6","29","6","3","0","8"
"2014-05-15","900","4","33","335","NNW","266","Light drizzle","0.2","90","2","1015","100","4","3","-2","46","-2","1","0","6"
"2014-05-16","900","4","15","43","NE","296","Light rain","0.7","93","9","1018","100","4","3","0","23","0","1","0","4"
"2014-05-17","900","8","12","262","W","176","Patchy rain possible","0.2","74","9","1021","17","8","4","6","21","6","2","0","8"
"2014-05-18","900","12","21","208","SSW","113","Sunny","0","70","10","1024","12","12","6","9","39","9","4","0","12"
"2014-05-19","900","13","22","159","SSE","113","Sunny","0","64","10","1023","20","13","6","11","44","11","4","0","13"
"2014-05-20","900","17","20","216","SW","353","Light rain shower","0.2","91","10","1011","63","17","16","17","42","17","4","0","17"
"2014-05-21","900","16","11","14","NNE","353","Light rain shower","0.4","94","10","1011","63","16","15","16","23","16","4","0","17"
"2014-05-22","900","13","12","23","NNE","116","Partly cloudy","0","85","10","1019","38","13","10","12","24","12","4","0","12"
"2014-05-23","900","12","12","46","NE","113","Sunny","0","85","10","1022","3","12","10","11","20","11","4","0","11"
"2014-05-24","900","13","8","63","ENE","113","Sunny","0","79","10","1024","0","13","10","13","13","13","4","0","14"
"2014-05-25","900","17","7","201","SSW","113","Sunny","0","76","10","1020","0","17","12","17","14","17","5","0","17"
"2014-05-26","900","18","11","192","SSW","176","Patchy rain possible","0.5","91","9","1017","21","18","16","18","23","18","4","0","18"
"2014-05-27","900","18","17","238","WSW","356","Moderate or heavy rain shower","1.6","93","7","1014","47","18","17","18","36","18","4","0","18"
"2014-05-28","900","12","15","27","NNE","356","Moderate or heavy rain shower","1.9","89","7","1015","52","12","11","11","29","11","3","0","13"
"2014-05-29","900","14","14","58","ENE","119","Cloudy","0","96","10","1019","71","14","13","12","29","12","3","0","14"
"2014-05-30","900","15","13","95","E","113","Sunny","0","84","10","1022","0","15","13","15","26","15","5","0","16"
"2014-05-31","900","18","10","161","SSE","113","Sunny","0","76","10","1021","1","18","14","18","21","18","5","0","18"
"2014-06-01","900","19","19","184","S","113","Sunny","0","74","10","1017","15","19","14","19","41","19","5","0","19"
"2014-06-02","900","20","37","206","SSW","356","Moderate or heavy rain shower","2.5","91","7","1010","80","20","18","20","78","20","4","0","19"
"2014-06-03","900","17","21","300","WNW","113","Sunny","0","74","10","1013","0","17","12","17","43","17","5","0","17"
"2014-06-04","900","14","20","76","ENE","299","Moderate rain at times","1.2","97","8","1009","42","14","13","12","42","12","3","0","12"
"2014-06-05","900","14","10","54","NE","113","Sunny","0","76","10","1015","0","14","10","13","18","13","4","0","14"
"2014-06-06","900","16","1","225","SW","113","Sunny","0","72","10","1015","3","16","11","16","2","16","5","0","16"
"2014-06-07","900","18","10","187","S","113","Sunny","0","72","10","1015","1","18","13","18","22","18","5","0","17"
"2014-06-08","900","11","28","5","N","116","Partly cloudy","0","90","10","1015","40","11","10","8","43","8","4","0","11"
"2014-06-09","900","15","8","54","NE","113","Sunny","0","90","10","1015","20","15","13","15","17","15","4","0","15"
"2014-06-10","900","14","10","55","NE","116","Partly cloudy","0","86","10","1012","48","14","11","13","20","13","4","0","13"
"2014-06-11","900","14","10","273","W","359","Torrential rain shower","3.9","96","3","1006","100","14","13","13","21","13","3","0","14"
"2014-06-12","900","15","12","227","SW","143","Mist","0","96","2","1008","89","15","14","14","24","14","3","0","16"
"2014-06-13","900","13","14","320","NW","113","Sunny","0","70","10","1015","0","13","8","12","26","12","4","0","14"
"2014-06-14","900","15","9","183","S","113","Sunny","0","75","10","1019","13","15","11","15","20","15","5","0","16"
"2014-06-15","900","17","29","163","SSE","113","Sunny","0","75","10","1013","0","17","13","17","60","17","5","0","18"
"2014-06-16","900","20","6","236","WSW","113","Sunny","0","87","10","1018","0","20","17","20","12","20","5","0","20"
"2014-06-17","900","21","36","218","SW","116","Partly cloudy","0","88","10","1011","25","24","19","21","76","21","6","0","21"
"2014-06-18","900","19","8","199","SSW","356","Moderate or heavy rain shower","2.1","95","7","1013","17","19","18","19","17","19","4","0","19"
"2014-06-19","900","15","12","58","ENE","353","Light rain shower","0.1","97","10","1018","73","15","15","14","26","14","4","0","17"
"2014-06-20","900","18","12","243","WSW","353","Light rain shower","0.7","95","10","1014","82","18","17","18","26","18","4","0","18"
"2014-06-21","900","14","8","133","SE","353","Light rain shower","0.1","97","10","1014","71","14","14","14","17","14","3","0","16"
"2014-06-22","900","16","6","54","NE","143","Mist","0","94","2","1013","43","16","15","16","13","16","4","0","17"
"2014-06-23","900","18","12","172","S","356","Moderate or heavy rain shower","1.8","94","7","1010","31","18","17","18","24","18","4","0","18"
"2014-06-24","900","17","8","235","SW","356","Moderate or heavy rain shower","1.4","96","7","1011","36","17","17","17","16","17","4","0","18"
"2014-06-25","900","14","10","27","NNE","263","Patchy light drizzle","0.1","97","5","1015","73","14","14","13","21","13","3","0","15"
"2014-06-26","900","13","7","38","NE","143","Mist","0","97","2","1018","62","13","12","12","14","12","3","0","14"
"2014-06-27","900","19","13","139","SE","113","Sunny","0","91","10","1016","10","19","17","19","26","19","5","0","19"
"2014-06-28","900","19","15","188","S","356","Moderate or heavy rain shower","2.9","94","7","1016","45","19","18","19","33","19","4","0","20"
